ASN,Organization-Name,Rank,ROV-Percentage
265546,"HYUNDAI AUTOEVER MEXICO, S. DE R.L. DE CV",34511,1
202146,A.R.C. Rete 101 S.r.l.,34511,0
202057,Moelven Modus AS,34511,1
266352,MUNDO NET,34511,0
137209,Allied Net Link Technology Pvt Ltd,34511,0
62015,BIN BG Ltd.,34511,0
270914,M N GONÇALVES - ME,34511,0
265275,L.C.DE CARVALHO CARNEIRO-ME,34511,0
266067,TECHNOLOGY TELECOM,34511,0
209316,"F.H.U. ""Global-Net"" Witold Rogala",34511,0
268258,JONATES MICHAEL DE MACEDO- ME,34511,0
267324,M M da Silva,34511,0
271087,LIGANETT TELECOMUNICAÇÕES LTDA,34511,0
271287,Intercom Informática LTDA ME,34511,0
266499,HC TELECOM PROVEDOR DE INTERNET EIRELI-ME,34511,0
264916,Tribunal de Justica do Estado da Bahia,34511,0
270561,net rapida telecomunicações do brasil,34511,0
269587,OMEGA PROVEDOR E SERVIÇOS DE INTERNET EIRELI-ME,34511,0
267303,CENTRO OESTE PROVEDOR,34511,1
265510,EJA TELECOMM S DE RL,34511,0
266776,SOCIEDAD CONSULTORES EN INFORMATICA VARGAS Y COMPAÑIA LIMITADA,34511,0
269234,ULTRA CONNECT PROVEDOR DE INTERNET LTDA-ME,34511,0
29781,"ECPI Colleges, Inc.",34511,0
136184,Y LINX (PVT.) LIMITED,34511,0
269099,AJOTEL TECNOLOGIA EIRELI,34511,0
24314,UPSI,34511,0
20306,Adelphi University,34511,1
328451,IP Express Ltd,34511,0
211731,Ministry of labour and social affairs,34511,0
57703,STAR MEDIA LLC,34511,0
200574,Firma Handlowo Uslugowa VIFNET mgr inz. Piotr Koziel,34511,0.88
270992,SAMUEL BARROS COMUNICACAO MULTIMIDIA SCM,34511,0
137359,PT. SKYREACH,34511,0
266219,VISIO TELECOM,34511,0
268553,Faculdade Adventista da Bahia,34511,0
54836,"Trinity Industries, Inc.",34511,0
55344,Mutual Trust Bank Limited,34511,0
269725,ACAS TECNOLOGÍAS S.A.,34511,0
268674,Conexao Bahia Sul,34511,0
269886,DATANET S.R.L.,34511,0
203356,ebox.pl Sp. z o.o.,34511,0
267595,MILANIN NET,34511,0
263480,TELNET - SERVIÇOS EM TELECOMUNICAÇÕES EIRELI - EPP,34511,0
209219,LLC Daginfonet,34511,0
265328,Master Net Informática e Eventos Ltda,34511,0
266558,Infra Soluções de Informática Ltda Me,34511,0
270250,In9ve Informatica e Papelaria LTDA - ME,34511,0
61386,Tasnim News Agency,34511,0
48884,"Linea Directa Aseguradora, S.A.",34511,0
270859,VOEX TELECOM LTDA,34511,0
262985,global networks telecomunicações e informatica ltd,34511,0
19826,UNIVERSAL HEALTH SERVICES,34511,0
269602,JOSE ARNALDO PINHEIRO DE SOUZA EIRELI-ME,34511,0
270403,LOCAL TELECOM LTDA,34511,0
271275,Geracao Telecom Telecomunicacoes LTDA,34511,0
57323,"CJSC ""Kubanoptprodtorg""",34511,0
269335,SUPORT TELECOM LTDA,34511,0
266002,Fernanda Danielly Sousa Almeida - Me,34511,0
206101,"EPIC SOLUTIONS, S.L.",34511,0
270552,WCL TELECOM,34511,0
263855,MZL TELECOM,34511,0
270955,LINK DIGITAL SOLUCOES EM INTERNET LTDA,34511,0
1702,CHICAGO STATE UNIVERSITY,34511,0
270722,CSO.NET TELECOM,34511,0
271132,IDM PROVEDOR DE INTERNET EIRELI,34511,0
29832,"Mettler-Toledo, Inc.",34511,0
209682,Finavia Oyj,34511,0
266419,ANANET Telecomunicações e Informática LTDA. ME,34511,1
271063,GF WEB TELECOM,34511,0.82
268082,Ingnet Banda Larga LTDA-ME,34511,0
269537,MUNDO TELECOM E SERVICOS LTDA - EPP,34511,0
270658,SHS TELECOMUNICACOES LTDA,34511,0
49016,JSC Georgian State Electrosystem,34511,0
134936,Plex Broadband Pvt Ltd,34511,0
264692,Coop. de Prov. de Servicios Públicos y Vivienda San Guillermo LTDA,34511,0
269195,J. CALUX & CIA LTDA,34511,0
211341,ScopeSky Communication and Internet Ltd.,34511,0
133202,Afghanistan Faiz Satellite Communications,34511,0.27
263455,LEV Telecom,34511,0
32955,Texas A&M University-Texarkana,34511,0
264578,B S COMÉRCIO E SERVIÇOS EM INFORMÁTICA LTDA - ME,34511,0
397279,Nimbus Solutions,34511,0
270280,AS DOS SANTOS ME,34511,0
270737,PARREIRA E BRUZARROSCO TELECOMUNICACOES LTDA,34511,0
47371,XOmobile Ltd.,34511,0
61825,GITEL TELECOMUNICACOES,34511,0
267561,WEBNET PROVEDOR E INFORMATICA LTDA,34511,0
269569,Popnet Servicos De Telecomunicacoes Eireli,34511,0
271295,IUP TELECOMUNICACOES LTDA,34511,0
267943,SOL PROVEDOR DE INTERNETE LTDA - ME,34511,0
262315,ROALNET SOLUÇÕES WEB LTDA,34511,0
262831,N G B Pires & CIA LTDA,34511,0
61938,Meg@Net Telecom,34511,0
267101,ACB Fibra,34511,0
137913,EDISON Global Networks Limited,34511,0
207991,ACHON LLC,34511,0
26534,"AbbVie, Inc.",34511,0
25328,HEP-TELEKOMUNIKACIJE d.o.o.,34511,0
267961,FRAGA COMUNICACAO E MANUTENCAO DE EQUIPAMENTOS,34511,0
266030,W B DE ANDRADE TELECOMUNICAÇÕES E INFORMÁTICA,34511,0
21913,"Mainfreight, Inc.",34511,0
271346,ROGERIO VICENTE DE SOUZA - EPP,34511,0
4224,The Calyx Institute,34511,0.91
271251,LAR NET TELECOMUNICAÇÕES LTDA,34511,0
209887,Biesse S.p.A,34511,0
262452,VCNETWORK SOLUCOES TECNOLOGICA,34511,0
200990,Hrvatski operator prijenosnog sustava d.o.o.,34511,1
267506,NETLUX Telecom,34511,0
266151,ALBERTO J DE SANTANA ME,34511,0
210225,CATV ROCIANA SL,34511,0
266617,Interleste Internet LTDA,34511,0
44598,Max Media Group Ltd.,34511,0
269272,NEWNET TECNOLOGIA E PROJETOS LTDA,34511,0
268481,CENTERSAT TELECOMUNICACOES LTDA,34511,0
136105,CV. ANINDISA KOMPUTINDO PRATAMA,34511,0.64
265955,C. H MALUZA E CIALTDA ME,34511,0
268653,4K Telecom Internet Ltda - ME,34511,0
268649,tomaz da luz de castro filho,34511,0
270090,FUNDACIÓN UNIVERSIDAD PRIVADA DE SANTA CRUZ DE LA SIERRA - UPSA,34511,1
271374,ASAP TELECOM LTDA,34511,0
269035,David Martins Ferreira Telecomunicação - ME,34511,0
266936,MT-TELECOM SUL,34511,0
209285,Electricity Supply Board,34511,0
269878,MACHADO ECKERT EGNI ALEXANDRA (HINET),34511,0
263926,colares provedor e servicos de internet ltda - me,34511,0
393789,"CenturyLink Communications, LLC",34511,1
268831,M & M telecomunicações e Multimidia,34511,0
266674,Cooperativa Eléctrica de Las Perdices Ltda.,34511,0
208767,ARTERNOSOL S.L.,34511,1
270615,CONECTJA LTDA,34511,0.15
265611,EL PODER DE INTERNET SA DE CV,34511,0.03
269500,JFLC DURAO TECNOLOGIA,34511,0
269084,Global Tech Telecom Ltda - ME,34511,1
267486,MARIA DE FATIMA SILVA MARCELINO LIMA ME,34511,0.12
268810,BAIANA NET TELECOM LTDA,34511,0
264829,Teleperformance Colombia,34511,1
267571,SUMITA TELECOMUNICACOES LTDA,34511,0
141574,St Broadband Cable Service,34511,0
265246,ELETRONICA LAUX EIRELI - ME,34511,0
265033,Tecnotec Bibarrense Informatica Ltda ME,34511,1
268462,Nexus Telecomunicacoes LTDA,34511,0
32535,Gaylord Rockies Resort & Convention Center,34511,0
46721,"Skynet Country, LLC",34511,0
266631,Enoki & Ruiz Ltda - ME,34511,0
270011,COOPERATIVA DE PROVISION DE OBRAS Y SERVICIOS PUBLICOS Y SOCIALES DE CRUZ ALTA LTDA,34511,0
62938,Sky Valley Network,34511,0
39227,Corpex Internet GmbH,34511,0
270559,XIS 2 INTERNET FIBRA LTDA,34511,0
271223,Allword Telecom,34511,0
269157,JOSE R G DA SILVA,34511,0
269816,"TELE MON, S.R.L.",34511,0
268781,SOS REDES TECNOLOGIA E INOVACAO LTDA.,34511,0
39131,"State Educational Institution of higher professional Education ""Dagestan State University""",34511,0
270464,NewFast Telecom,34511,0
201888,Cegal AS,34511,0.18
61664,PORTO COMERCIO SERVIÇO DE COMUNICAÇAO EIRELI - ME,34511,0
64228,"OneIT, Inc.",34511,0
56126,United Bank Limited,34511,1
205354,ENERGOPROJEKT ENTEL a.d. BEOGRAD,34511,0
264966,UNDERCORP TELECOM LTDA.,34511,0
4876,Driftwood Networks Inc,34511,0
263802,Genesis Data SAS,34511,0
136734,Smart Telecom Pvt. Ltd,34511,0
266128,CENTRAL SAT LTDA - ME,34511,0
266771,MAKRONET CONSULTING TECNOLOGIA E INFORMATICA LIMITADA,34511,0
134596,WICLOUD PVT LTD.,34511,0.3
264456,GBATELECOM LTDA,34511,0
209700,"""PASHA TECHNOLOGY"" LLC",34511,0
270431,J Riva Junior Eletronics ME,34511,0
265271,PLAYBOX INFORMATICA LTDA - ME,34511,0
270265,VAVATEC TELECOMUNICACOES,34511,0
268061,CRISTIANO ALMEIDA ME,34511,0
270657,FNET TELECOM,34511,0
269224,Universidade La Salle,34511,0
264809,Cristian Cayetano Ortiz (MEGANETSLP),34511,0
34261,Buhler AG,34511,0
48469,mnemonic AS,34511,0
133037,Kerala State IT Mission,34511,0
269598,NOVA ERA TELECOMUNICAÇÕES - SERVIÇOS DE INTERNET,34511,0
269102,balbino e serv com ltda,34511,0
266316,WIPY COMERCIO E SERVIÇOS DE TELEINFORMATICA LTDA,34511,0
40553,Cuyahoga County Information Services center,34511,0
268683,Family Fiber Servicos de Telecomunicacoes LTDA,34511,0
270544,JB TELECOMUNICACOES & SOLUCOES LTDA - ME,34511,0
270062,FIBERNET TV SAS,34511,0.15
267847,COPESNA LTDA.,34511,1
269397,JUMP NET,34511,0
208329,Ceska televize,34511,0.4
267481,TUDONLINE SERVICOS E COMERCIO LTDA ME,34511,0
267895,SICSATEL S.R.L.,34511,0
265119,DATACI - COMPANHIA DE TEC. DE INFORM. DE C.I.,34511,0
268784,Multi Sistem Telecom LTDA ME,34511,1
271080,LEANDRO DINIZ DA COSTA,34511,0
265819,Ricardo Julio Goncalves,34511,0
265191,Sapucaia Comercio e informatica ltda - me,34511,0
270603,R R DE FRANCA SOUSA,34511,0
270534,Net X Provedor de Internet Ltda - ME,34511,0
133450,University Of Chittagong,34511,1
269271,SERGIO BATISTA CARDOZO ME,34511,0.94
269238,REDE TOCANTINS DE TELECOM LTDA - EPP,34511,0
198755,Gorset Ltd.,34511,0
264343,Empasoft Ltda .Me,34511,0
266064,SUPERNET INFORMÁTICA E SERVIÇOS,34511,0
35110,Regione Basilicata,34511,0
394666,NYU Langone Health,34511,1
268835,SAO LUIZ INTERNET LTDA ME,34511,0
266486,Connecta Comercio e Serviços Ltda - EPP,34511,0
268588,J.LP FONSECA TELECOM,34511,0
271079,Asa-Sannres Telecom Ltda-ME,34511,0
265186,Powernet Soluções em Informática Ltda Me,34511,0
42870,Siberian Internet Company LLC,34511,0
34381,METRO Cash & Carry LLC,34511,0
265754,BUSTOS NICOLAS ANDRES,34511,0
134945,Blue Sky Broadband Pvt. Ltd.,34511,0
271054,CL TELECOM,34511,0
206024,RELX GROUP PLC,34511,0
21925,Reseau Internet Maskoutain,34511,0
196824,SE: Pugachevskaya Vera Vladimirovna,34511,0.85
268594,FAP Internet,34511,0
266716,CABLE VIDEO PERU SAC,34511,0
270345,TECH FIBRA PROVEDOR DE INTERNET LTDA - ME,34511,0
265225,XINGU TELECOM,34511,0
268297,SPEED SOLUÇÕES WIRELESS E INFORMÁTICA LTDA ME,34511,0
270382,T F RODRIGUES & CIA LTDA - ME,34511,0
207928,"ALTAMEER for Trading , General Transportation and Electromechanical Services Ltd",34511,0
269409,Rio Online Telecomunicações e Informática Ltda Me,34511,0
268905,CLODOALDO BELO DE OLIVEIRA,34511,0
271504,JS TELECOM EIRELI,34511,0
270082,IWAY TELECOM SOCIEDAD ANONIMA CERRADA,34511,0
35448,Multilink Ltd.,34511,1
137880,Prime Network Pvt.ltd,34511,0
264414,R. PIETSCH & CIA LTDA ME,34511,0
54342,Rural Nebraska Healthcare Network,34511,0
201170,"ANA - Aeroportos de Portugal, SA",34511,0
269577,INFOVIRTUAL SOLUÇÕES EM INFORMATICA LTDA ME,34511,0
269445,DCESARY EMPREENDIMENTOS LTDA,34511,0
204249,"""PAIK"" Company for Communication and General Trade Importation& Exportation Limited",34511,0.97
202853,GRUP KOUTEN COMUNICACIONS SL,34511,0
264197,NETMANIA LTDA ME,34511,0
131341,"Department of Information Technology, Government of Nepal",34511,0
270467,Conecta Telecom,34511,0
204226,I-Teco JSC,34511,0
33467,St. Joseph's Medical Center,34511,0
139335,Sreejon Online.Com,34511,0
132955,Pmg Networks Pvt Ltd,34511,0
208952,Park Holding A.S.,34511,0
264977,ACESSO RÁPIDO TECNOLOGIA DA INFORMAÇÃO LTDA ME,34511,0
264056,ULIVIERI TELECOM,34511,0
271840,JOFRE HOMERO PACHECO PROAÑO,34511,0
271097,RB REDES E SERVIÇOS DE PROVEDORES DE ACESSO EIRELI,34511,0
208290,WIFISAX GmbH,34511,0
207060,E.J.I.E. - EUSKO JAURLARITZAREN INFORMATIKA ELKARTEA - SOCIEDAD INFORMATICA DEL GOBIERNO VASCO S.A.,34511,0
268335,ORACLON TELECOM,34511,0
44404,Haufe-Lexware GmbH & Co. KG,34511,0
267672,CONEX INTERNET,34511,0
268922,MAXUEL QUERINO DA SILVA - ME,34511,0
266694,FULL TELECOMUNICACIONES S.A,34511,0
268037,Ok Net Infor,34511,0
269352,NETCENTER TELECOM,34511,0
207120,JHCS Ltd,34511,0
55422,Interactive Hosting Pty Ltd,34511,0
267649,FEGUI-DS NET TELECOMUNICACOES LTDA - ME,34511,0
264953,INTEGRATO TELECOMUNICAÇÕES LTDA - ME,34511,0
271124,Jsm da Silva me,34511,0
268896,IBR Informática Ltda,34511,0
264058,TNB Telecom,34511,0
268579,SAPO TELECOM LTDA ME,34511,0
328535,JUBA NETWORK CO. LTD,34511,1
267874,,34511,0
269213,UPLINK TELECOM,34511,0
271843,LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN),34511,0
268334,Fundação Universidade Alto Vale do Rio do Peixe,34511,0
268263,ITABATA TELECOMUNICACOES LTDA,34511,0
264842,IP DATA LTDA,34511,0
264894,DREAMNET PROVEDOR DE INTERNET LTDA - ME,34511,0
271260,MYCONNECT SERVICOS DE TELECOMUNICACAO LTDA,34511,0
271203,CampoNet Telecom,34511,0
267093,bdcnet telecom,34511,0
269808,COOP DE PROVISION DE SERVICIOS DE OBRAS AGUA POTABLE Y OTROS PUB DE J B ALBERDI,34511,0
268269,Prado S & Cia Ltda,34511,0
267625,LD PRODUTOS DE INFORMATICA EIRELI - ME,34511,0
269643,CENTRAL NETWORKS E TECNLOGIA,34511,0
266835,ELECTRONET S.A.,34511,0
269981,COMPUNETWORK S.A.C.,34511,0
133270,Hps Digital Broadband Pvt Ltd,34511,0
137572,AFTAB NAGAR ONLINE SERVICE (ANOS),34511,0
270571,E G DE MORAIS SERVIÇOS DE INTERNET LTDA,34511,0
265580,"Digitcenter de México, S.A. de C.V.",34511,0.21
267728,SOCIEDAD DE SERVICIOS TECNOLÓGICOS Y TELECOMUNICACIONES TELCONOR LTDA.,34511,0
268990,Inforfelixnet Telecomunicaçoes Ltda ME,34511,0
60419,TASCOMBANK PJSC,34511,0
269802,COOPERATIVA DE SERVICIOS TELEFONICOS Y OTROS SERVICIOS PUBLICOS DE CATRIEL LTDA,34511,0
267695,FLY NET S.R.L.,34511,0
270665,SHIRLEY SANTOS MENEZES,34511,0
268108,RADIONET TELECOMUNICAÇÕES LTDA,34511,0
264736,COOPERATIVA DE SERVICIOS PUBLICOS DEL PARTIDO DE RAMALLO LTDA,34511,0
52291,Coop. Provincia de Serv. Publicos y Comunitarios de Neuquen LTDA.,34511,0
14005,Data-Tech,34511,0
137611,Hexagon Capability Center India Pvt Ltd,34511,0
270400,Click Fibra,34511,0
265034,SPEEDBIT TELECOMUNICACOES LTDA - ME,34511,0
268153,Multnet Fibra Ltda,34511,0
271394,Pedro Ernani Gonçalves Mansinho,34511,0
264245,Turkeynet Ltda.,34511,0.61
266905,Raúl Ernesto Rey,34511,0
264276,REallink Informatica Ltda ME,34511,0
57737,Joint Stock Company Angarsk Electrolysis Chemical Complex,34511,0
47784,"Entidade de Servicos Partilhados da Administracao Publica, I.P.",34511,1
61853,WSCAN TELECOM LTDA ME,34511,0
133191,"Special Security Force (SSF), Bangladesh",34511,0
269745,PLUS NETWORKS,34511,0
267022,TG COMUNICACOES LTDA - ME,34511,0
395693,TEGNA Inc.,34511,0
269547,TERALINK TELECOMUNICACOES EIRELI,34511,0
266829,MAGALAJO S.A.,34511,0
203413,nettel sas,34511,0
197263,private enterprise ISP N.J.C.,34511,0
204175,AKINOSTRA S.L.,38447,0
206190,Alathrae Company for Information Technology Limited,38447,0.21
271142,LL TELECOMUNICACOES EIRELI,38447,0
25971,Milwaukee Public Schools,38447,1
268059,HP Telecom LTDA,38447,0
268152,RF TV A CABO LTDA,38447,0
50005,Private Enterprise Firma Fenix VT,38447,0
50499,INETCLOUD Inc.,38447,0
262395,WIFI Plus Provedor Ltda.,38447,0
266570,ELETRICNET TELECOMUNICAÇÕES LTDA,38447,0
267054,LINKWAY TELECOM,38447,0
266615,DORA BARALDO PROVEDOR DE INTERNET - ME,38447,0
267787,MENDOZA MENDOZA CARLOS ALFREDO(TECGLO TECNOLOGIA GLOBAL),38447,0
270049,MARVICNET CIA LTDA,38447,0
266218,DDL LINE TELECOM LTDA,38447,0
205053,Asimia Damaskou,38447,1
267461,GLEIDSON DE O. MARQUES - ME,38447,0
268275,GOOD TELECOM PROVEDOR DE INTERNET LTDA,38447,0
269066,ALIANCANET TELECOM,38447,0
3290,WIFAST SARL,38447,0
263997,BITMAIL SERVICOS DE INFORMATICA LTDA - ME,38447,0
270404,Qualidade Digital Internet e Telecomunicações Ltda,38447,0
266684,Leonardo Noel Martínez,38447,0
132489,Extreme Net,38447,0
47260,Penske Logistics B.V.,38447,0
267258,J C DE ALMEIDA LIMA INFORMÁTICA - ME,38447,0
269858,ELECTRICIDAD SERVICIOS PUBLICOS VIVIENDAS OBRAS Y CREDITOS MARULL COOPERATIVA LTDA,38447,0
136343,Ceralink Communication Pvt Ltd,38447,0
271001,Yepnet Tecnologia Eireli,38447,0
210177,"LLC ""KHART LIAGUE OF TREYD""",38447,0
269840,SUPERWIFI DE GUATEMALA S.A,38447,0
269120,DANIEL DE LIMA SILVA 02698800461,38447,0
270023,TELECOM BOLIVIA S.A.C,38447,0
265982,GAÚCHA ONLINE PROVEDOR DE INTERNET LTDA,38447,0
269916,EAST NET S.A.S.,38447,0.06
265327,Teleprofit Internet Eireli,38447,0
203586,Holy Spirit University of Kaslik,38447,0
200901,Perolini Sebastiano,38447,0
268556,RG Correa Telecomunicaçoes,38447,0
33959,METRO Kereskedelmi Kft.,38447,0
265697,COOP LTADA DE CONSUMO POPULAR DE ELECTRICIDAD Y SERVICIOS ANEXOS DE ESCOBAR NORTE,38447,0
269932,HUGO JAVIER ROLON QUINONEZ,38447,0
263873,Conecta NET,38447,0
265118,SKYNET Telecomunicacoes Eireli,38447,0
271293,Navenet Informatica Ltda,38447,0
135823,Apace Internet Pvt Ltd,38447,0
267483,MSE Serviço de Com. Multimídia EIRELI,38447,0
136723,Kartik Network Pvt Ltd,38447,0
267104,A Solução Internet Banda Larga ltda me,38447,0
39300,Private Enterprise Shtambur Mikhailo Oleksandrovich,38447,0
271364,EXY SERVICOS DE TELECOMUNICOES LTDA,38447,0
264970,LIGIA TERESINHA POPINHAKI - ME,38447,1
265745,SOCIETE PUBLIC LOCALE POUR LAMENAGEMENT NUMERIQUE DE LA GUYANE,38447,0
270911,J. S. DE CASTRO BANDEIRA FORTE,38447,0
61829,CNET TELECOM,38447,0
271066,AB NET TELECOM,38447,0
44888,HUBER+SUHNER AG,38447,0
43237,Svyaz-Service Ltd.,38447,0
270500,Mundo Connect Servicos e Telecomunicacoes LTDA,38447,0
57096,GlobalAsia Telecom Ltd,38447,0
265446,FASTNET INFORMATICA LTDA - ME,38447,0
201960,Gorrissen Federspiel,38447,0
267233,Set Sistemas de Seg. Elet. e Telecomunicações,38447,0
61723,DIGINET INFORMATICA BAHIA LTDA - ME,38447,0
63386,"The Greater Eastern Oregon Network, LLC",38447,0
61163,Bilous Taras Vasylovych,38447,0
270834,3D COIMBRA TELECOMUNICACOES EIRELI,38447,0
268053,ONLINE PROVEDOR DE INTERNET,38447,0
269362,CYBERVIA INTERNET LTDA,38447,0
45359,MediaWorks Holdings Limited,38447,0
264737,Juan Pablo Florentin ( JUAMPY.NET),38447,0
269944,CONNECTA TELECOMUNICACIONES SPA,38447,0
269414,Assainet Provedor de Internet Ltda,38447,0
264726,EMPRESA DE TELECOMUNICACIONES Y SERVICIOS AUDIOVISUALES SOC. DEL ESTADO,38447,0
208738,Carcon Networks S.L.,38447,0
266290,Zennet Comunicação Digital e Info Ltda,38447,0
269229,Superondas Internet Ltda.,38447,0
265746,BVCOM INTERNET CONSULTORIA IT S.A.S.,38447,0
267171,Alfa Network Solutions Inform¿tica LTDA,38447,0.06
268440,Claiton Jaco Stein,38447,0
43744,Orion City LLC,38447,0
35107,"MEDIA SKY d.o.o. za proizvodnju, promet i usluge",38447,0
210258,Wildanet Ltd,38447,0
268272,TBN TELECOMUNICACOES LTDA ME,38447,0
208018,hiperlan sicilia srl,38447,0
266883,HI-LINK SAS,38447,0
138806,Dinas Komunikasi dan Informatika Kabupaten Kulon Progo,38447,0
270437,LINK FLEX INTERNET EIRELI,38447,0
34395,Cybercom Ltd,38447,0
268501,Arriel Cardoso & Silva Informática Ltda,38447,0
269935,TAPIA FLORES OSCAR ALDO (FIBRANET ZAMORA),38447,0
267351,JOSUEL FRANCISCO DE OLIVEIRA - ME,38447,0
265653,CARRASCO LEONARDO JAVIER (NETLINK),38447,0
269399,Paiva Santana Telecomunicacoes Ltda,38447,0
137609,Dcs Internet Services Pvt Ltd,38447,0
271101,CORREA E RODRIGUES TELECOM LTDA,38447,0
271898,MKTEL SRL,38447,0
270276,VELOCITYNET TELECOM EIRELLI - EPP,38447,0
269854,,38447,0
264947,LUIZ LIMA E CIA LTDA - ME,38447,0
200909,Cognifide Polska Sp. z o.o.,38447,0
199359,TELECOMUNICACIONES MERINO S.A.,38447,0
267495,Brasil Central Telecomunicação,38447,0
209815,SNC ALTAREA MANAGEMENT,38447,0
269860,PRODUCENTRO S.A.,38447,1
138171,E-Village,38447,0
56546,"ET ""KT-Astra - Genko Doichinov""",38447,0.42
270802,CONEXÃO GLOBAL COMUNICAÇÃO LTDA ME,38447,0
266227,NETO E VIEIRA COMERCIO DE INFORMATICA LTDA,38447,0
267030,Starnet.saj Acessórios e Serviços LTDA,38447,1
264123,TELEFONICA INTERNATIONAL WHOLESALE SERVICES,38447,0
265011,Inforway Informática e Provedor Ltda,38447,0
267852,Cooperativa de Obras y Servicios Publicos Miguel Riglos Ltda,38447,0
135691,Cloudlasers Broadband,38447,0
266569,TEC NET PROVEDOR LTDA,38447,0
61671,LIGMAIS TELECOM - TECNOLOGIA E COMUNICAÇÃO LTDA,38447,0
208881,"""Formea"" drustvo za trgovinu, informaticki inzenjering i konsalting d.o.o. Visoko",38447,0
208330,BLX Limited,38447,0
265142,Paulo Sérgio Alves da Silva de Malhada de Pedras,38447,0
61687,PRO NET EMPREENDIMENTOS TECNOLOGICOS LTDA,38447,0
271419,S.F. GOMES TELECOMUNICACOES,38447,0
399457,NEW WINDSOR TELEPHONE CO,38447,0
267349,NOVANET TERCEIRIZAÇÃO DE SERVIÇOS LTDA ME,38447,0
135155,Taltola.net,38447,0
28337,NetSolution Telecomunicacoes,38447,0
270917,Syscom Telecom,38447,0
268087,RADIONET TELECOM LTDA,38447,0
136558,MUX TECHNOLOGIES,38447,0
201898,BlueWave Communications Limited,38447,1
269890,NETIFOX S.R.L,38447,0
270566,ANDREATA & ANDREATA,38447,0
61079,Digi Italy S.R.L.,38447,0
263767,"CORPORACIÓN GALA IT, C.A.",38447,0.36
137679,Shree Net Online Services Private Limited,38447,0
328801,KEYCOM LIMITED,38447,0
135030,REAL STATION BROADBAND,38447,0
270614,Andreia Dias Silva Correa ME,38447,0
269530,ACCESSNET TELECOMUNICAÇÕES EIRELI,38447,0
267523,LEMAX INTERNET,38447,0
267984,TRANSDADOS INTERNET EIRELI,38447,1
270863,DRM SERVICOS DE TELECOMUNICACOES EIRELI -ME,38447,0
271836,Compañia de Comunicaciones Coyhaique Ltda.,38447,0.12
266350,KATER FIBRA TELECOMUNICACOES,38447,0
270408,LINE TELECOM & SERVICOS DE INFORMATICA EIRELI,38447,0
263577,Vista TI LTDA ME,38447,0
268047,Masterinfo Internet,38447,0
266086,NET BAIO PROVEDOR DE INTERNET EIRELI - ME,38447,0
138590,Prime Networks,38447,0.17
16933,Advantas Internet Solutions,38447,0
134564,Wi-Fi First Limited,38447,0
266052,Interviva Telecom e Serviços LTDA ME,38447,0
201006,Kuuskaistan Palvelut Oy,38447,0
268351,MONIQUE LUZ ASSIS DE SOUZA - ME,38447,0
268057,J C G SILVA INFORMATICA EIRELI,38447,0
397078,"rNetworks, LLC",38447,0.88
270367,MK NET,38447,0
270259,E MAIER CAMPOS ME,38447,0
59537,Lider-Telecom Ltd.,38447,0
265865,VEGA CESAR AUGUSTO (I-TIC),38447,0.15
269555,F P Farias Informatica Eireli,38447,0
133273,Tata Institute of Social Sciences,38447,0
20874,Information Systems Company,38447,0
270805,AJF TELECOM,38447,0
267237,Elevalink Telecomunicações LTDA - ME,38447,0.42
25281,MTM s.a.r.l,38447,0
